DEBUG 2018-07-12 16:49:26,518 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.Web.Mvc.EddoWebMvcModule, Eddo.Web.Mvc, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:49:26,521 [1    ] Eddo.Modules.EddoModuleManager           - 9 modules loaded.
DEBUG 2018-07-12 16:49:27,478 [1    ] Eddo.AutoMapper.EddoAutoMapperModule     - Found 0 classes define auto mapping attributes
DEBUG 2018-07-12 16:51:20,884 [1    ] Eddo.Modules.EddoModuleManager           - 加载 EddoModule...
DEBUG 2018-07-12 16:51:22,259 [1    ] Eddo.Modules.EddoModuleManager           - 发现 9 EddoModule
DEBUG 2018-07-12 16:51:22,263 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: DoSoft.Application.DoSoftApplicationModule, DoSoft.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:51:22,265 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: DoSoft.Core.DoSoftCoreModule, DoSoft.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:51:22,265 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: DoSoft.Web.DosoftWebModule, DoSoft.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:51:22,266 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.AutoMapper.EddoAutoMapperModule, Eddo.AutoMapper, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:51:22,266 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.EddoKernelModule, Eddo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:51:22,266 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.Permissions.EddoPermissionsModule, Eddo.Permissions, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:51:22,266 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.RedisCache.EddoRedisCacheModule, Eddo.RedisCache, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:51:22,267 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.Web.EddoWebModule, Eddo.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:51:22,267 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.Web.Mvc.EddoWebMvcModule, Eddo.Web.Mvc, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
